Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
72710	72710	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_UNIQUE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72711	72711	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_UNIQUE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72712	72712	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_UNIQUE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72723	72723	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0
72724	72724	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3000000	0	0	0	0	0	0	0	0
72725	72725	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7000000	0	0	0	0	0	0	0	0
72726	72726	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50000000	0	0	0	0	0	0	0	0
72727	72727	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100000	0	0	0	0	0	0	0	0
72728	72728	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300000	0	0	0	0	0	0	0	0
72729	72729	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	700000	0	0	0	0	0	0	0	0
72730	72730	ITEM_USE	USE_SPECIAL	1	ANTI_STACK	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5000000	0	0	0	0	0	0	0	0
72734	72734	ITEM_GACHA	GEM_LUCKY_BOX_GACHA	1	ANTI_DROP | ANTI_PKDROP | ANTI_STACK	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50000	1	0	0	0	0	0	0	0
72735	72735	ITEM_GACHA	SPECIAL_LUCKY_BOX_GACHA	1	ANTI_DROP | ANTI_PKDROP | ANTI_STACK	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60000	1	0	0	0	0	0	0	0
72737	72737	ITEM_GACHA	SPECIAL_LUCKY_BOX_GACHA	1	ANTI_DROP | ANTI_PKDROP | ANTI_STACK	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60000	1	0	0	0	0	0	0	0
72738	72738	ITEM_GACHA	SPECIAL_LUCKY_BOX_GACHA	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60000	1	0	0	0	0	0	0	0
72740	72740	ITEM_MERCENARY	MERCENARY_0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5000000	0	0	0	0	0	0	0
72749	72749	ITEM_MERCENARY	MERCENARY_1	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
72750	72750	ITEM_MERCENARY	MERCENARY_1	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
72751	72751	ITEM_MERCENARY	MERCENARY_4	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000	604800	0	0	0	0	0	0	0
72752	72752	ITEM_MERCENARY	MERCENARY_5	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
72753	72753	ITEM_MERCENARY	MERCENARY_2	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100	0	0	0	0	0	0	0	0
72754	72754	ITEM_MERCENARY	MERCENARY_3	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0
72755	72755	ITEM_MERCENARY	MERCENARY_6	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
72756	72756	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	537	0	0	86400	0	0	0	0	0
72760	72760	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
72761	72761	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
72762	72762	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	0	0	0	0	0	0	0	0
72763	72763	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9	0	0	0	0	0	0	0	0
72764	72764	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	0	0	0	0	0	0	0	0
72765	72765	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	11	0	0	0	0	0	0	0	0
72766	72766	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	12	0	0	0	0	0	0	0	0
72767	72767	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	13	0	0	0	0	0	0	0	0
72768	72768	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	14	0	0	0	0	0	0	0	0
72769	72769	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	0	0	0	0	0	0	0
72770	72770	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	16	0	0	0	0	0	0	0	0
72771	72771	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	17	0	0	0	0	0	0	0	0
72772	72772	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	18	0	0	0	0	0	0	0	0
72773	72773	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	19	0	0	0	0	0	0	0	0
72774	72774	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	0	0	0	0	0	0	0	0
72775	72775	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	21	0	0	0	0	0	0	0	0
72776	72776	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	22	0	0	0	0	0	0	0	0
72777	72777	ITEM_PET	PET_SKILL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	23	0	0	0	0	0	0	0	0
72778	72778	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	285	0	0	0	0	0	0	0	0
72779	72779	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	286	0	0	0	0	0	0	0	0
72780	72780	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	287	0	0	0	0	0	0	0	0
72781	72781	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	288	0	0	0	0	0	0	0	0
72782	72782	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	289	0	0	0	0	0	0	0	0
72783	72783	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	290	0	0	0	0	0	0	0	0
72784	72784	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	291	0	0	0	0	0	0	0	0
72785	72785	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	301	0	0	0	0	0	0	0	0
72786	72786	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	307	0	0	0	0	0	0	0	0
72787	72787	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	308	0	0	0	0	0	0	0	0
72788	72788	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	309	0	0	0	0	0	0	0	0
72789	72789	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	310	0	0	0	0	0	0	0	0
72790	72790	ITEM_SKILLBOOK	0	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_QUICKSLOT	LOG	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	311	0	0	0	0	0	0	0	0
73001	73001	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	21	0	0	0	0	0
73002	73002	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	22	0	0	0	0	0
73003	73003	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	0	0	0	0	0
73004	73004	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	24	0	0	0	0	0
73005	73005	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	31	0	0	0	0	0
73006	73006	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	32	0	0	0	0	0
73007	73007	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	33	0	0	0	0	0
73008	73008	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	34	0	0	0	0	0
73009	73009	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	41	0	0	0	0	0
73010	73010	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	42	0	0	0	0	0
73011	73011	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43	0	0	0	0	0
73012	73012	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	44	0	0	0	0	0
73251	73251	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	21	0	0	0	0	0
73252	73252	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	22	0	0	0	0	0
73253	73253	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	0	0	0	0	0
73254	73254	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	24	0	0	0	0	0
73255	73255	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	15	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	31	0	0	0	0	0
